1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0030	0.0000	0.9970
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
1	0.0000	0.0000	1.0000
2	0.9836	0.0000	0.0164
2	0.9765	0.0021	0.0214
2	0.9740	0.0015	0.0245
2	0.9918	0.0048	0.0033
2	0.9708	0.0182	0.0109
2	0.9991	0.0000	0.0009
2	0.9700	0.0113	0.0186
2	0.9637	0.0009	0.0354
2	1.0000	0.0000	0.0000
2	0.9620	0.0134	0.0246
2	0.9954	0.0000	0.0046
2	0.9444	0.0322	0.0233
2	0.9956	0.0044	0.0000
2	1.0000	0.0000	0.0000
2	1.0000	0.0000	0.0000
2	0.9953	0.0000	0.0047
2	0.9585	0.0026	0.0389
