1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	0.9970	0.0000	0.0030			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
1	1.0000	0.0000	0.0000			
2	0.0164	0.0000	0.9836			
2	0.0214	0.0021	0.9765			
2	0.0245	0.0015	0.9740			
2	0.0033	0.0048	0.9918			
2	0.0109	0.0182	0.9708			
2	0.0009	0.0000	0.9991			
2	0.0186	0.0113	0.9700			
2	0.0354	0.0009	0.9637			
2	0.0000	0.0000	1.0000			
2	0.0246	0.0134	0.9620			
2	0.0046	0.0000	0.9954			
2	0.0233	0.0322	0.9444			
2	0.0000	0.0044	0.9956			
2	0.0000	0.0000	1.0000			
2	0.0000	0.0000	1.0000			
2	0.0047	0.0000	0.9953			
2	0.0389	0.0026	0.9585			
2	0.0037	0.0010	0.9954			
2	0.0071	0.0008	0.9921			
2	0.0200	0.0225	0.9575			
2	0.0003	0.0000	0.9997			
2	0.0198	0.0018	0.9783			
2	0.0080	0.0000	0.9920			
2	0.0411	0.0015	0.9574			
2	0.0000	0.0000	1.0000			
2	0.0338	0.0333	0.9330			
2	0.0309	0.0019	0.9672			
2	0.0000	0.0000	1.0000			
2	0.0000	0.0000	1.0000			
2	0.0198	0.0002	0.9800			
2	0.0000	0.0000	1.0000			
2	0.0009	0.0000	0.9991			
3	0.0608	0.0443	0.8949			
3	0.0612	0.0892	0.8496			
3	0.0730	0.0969	0.8301			
3	0.0400	0.0853	0.8748			
3	0.0821	0.0683	0.8496			
3	0.0643	0.0775	0.8582			
3	0.0729	0.0658	0.8613			
3	0.0288	0.0630	0.9082			
3	0.0508	0.0498	0.8995			
3	0.1002	0.0687	0.8311			
3	0.0401	0.0955	0.8644			
3	0.0763	0.1055	0.8182			
3	0.0319	0.0751	0.8930			
3	0.0467	0.0723	0.8810			
3	0.0828	0.0737	0.8436			
3	0.0683	0.0951	0.8366			
3	0.0426	0.0591	0.8983			
3	0.0317	0.0379	0.9304			
3	0.0616	0.0780	0.8604			
3	0.0340	0.0914	0.8747			
4	0.0578	0.0848	0.8574			
4	0.0338	0.0608	0.9054			
4	0.0464	0.0993	0.8543			
4	0.0479	0.0517	0.9004			
4	0.0489	0.1062	0.8450			
4	0.0408	0.0662	0.8929			
4	0.0327	0.0872	0.8801			
4	0.0291	0.0494	0.9215			
4	0.0680	0.1016	0.8303			
4	0.0661	0.0726	0.8613			
4	0.0367	0.0645	0.8988			
4	0.0613	0.0840	0.8547			
4	0.0788	0.0903	0.8309			
4	0.0476	0.0814	0.8711			
4	0.1368	0.1161	0.7470			
4	0.0417	0.0849	0.8734			
4	0.0540	0.0949	0.8511			
4	0.0584	0.0645	0.8771			
4	0.0430	0.0860	0.8710			
4	0.0648	0.0901	0.8452			
4	0.0476	0.0976	0.8548			
4	0.0317	0.0949	0.8734			
4	0.0416	0.0629	0.8956			
4	0.0950	0.0765	0.8285			
4	0.0696	0.0913	0.8391			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
5	0.0000	1.0000	0.0000			
6	0.0000	1.0000	0.0000			
6	0.0000	1.0000	0.0000			
6	0.0000	1.0000	0.0000			
6	0.0000	1.0000	0.0000			
6	0.0000	1.0000	0.0000			
6	0.0000	1.0000	0.0000			
6	0.0000	1.0000	0.0000			
6	0.0000	1.0000	0.0000			
6	0.0000	1.0000	0.0000			
6	0.0000	1.0000	0.0000			
6	0.0000	1.0000	0.0000			
6	0.0000	1.0000	0.0000			
6	0.0000	1.0000	0.0000			
6	0.0000	1.0000	0.0000			
6	0.0000	1.0000	0.0000			
6	0.0000	1.0000	0.0000			
6	0.0000	1.0000	0.0000			
6	0.0000	1.0000	0.0000			
6	0.0000	1.0000	0.0000			
6	0.0000	1.0000	0.0000			
6	0.0000	1.0000	0.0000			
6	0.0000	1.0000	0.0000			
6	0.0000	1.0000	0.0000			
6	0.0000	1.0000	0.0000			
6	0.0000	1.0000	0.0000			
6	0.0000	1.0000	0.0000			
6	0.0000	1.0000	0.0000			
6	0.0000	1.0000	0.0000			
6	0.0000	1.0000	0.0000			
6	0.0000	1.0000	0.0000			
6	0.0000	1.0000	0.0000			
6	0.0000	1.0000	0.0000			
6	0.0000	1.0000	0.0000			
6	0.0000	1.0000	0.0000			
6	0.0000	1.0000	0.0000			
6	0.0000	1.0000	0.0000			
6	0.0000	1.0000	0.0000			
6	0.0000	1.0000	0.0000			
6	0.0000	1.0000	0.0000			
6	0.0000	1.0000	0.0000			
6	0.0000	1.0000	0.0000			
6	0.0000	1.0000	0.0000			
6	0.0000	1.0000	0.0000			
6	0.0000	1.0000	0.0000			
6	0.0000	1.0000	0.0000			
6	0.0000	1.0000	0.0000			
6	0.0000	1.0000	0.0000			
6	0.0000	1.0000	0.0000			
6	0.0000	1.0000	0.0000			
6	0.0000	1.0000	0.0000			
6	0.0000	1.0000	0.0000			
6	0.0000	1.0000	0.0000			
6	0.0000	1.0000	0.0000			
6	0.0000	1.0000	0.0000			
6	0.0000	1.0000	0.0000			
7	0.0000	1.0000	0.0000			
7	0.0000	1.0000	0.0000			
7	0.0000	1.0000	0.0000			
7	0.0000	1.0000	0.0000			
8	0.0004	0.9943	0.0054			
8	0.0030	0.9931	0.0039			
8	0.0015	0.9909	0.0075			
8	0.0023	0.9968	0.0010			
8	0.0026	0.9973	0.0001			
8	0.0010	0.9869	0.0121			
8	0.0000	0.9921	0.0079			
8	0.0000	0.9843	0.0157			
8	0.0039	0.9858	0.0102			
8	0.0011	0.9862	0.0127			
8	0.0065	0.9856	0.0079			
8	0.0017	0.9890	0.0093			
8	0.0010	0.9760	0.0231			
8	0.0024	0.9872	0.0104			
8	0.0000	0.9993	0.0007			
8	0.0011	0.9789	0.0201			
8	0.0009	0.9833	0.0158			
8	0.0031	0.9949	0.0020			
8	0.0025	0.9883	0.0092			
8	0.0016	0.9957	0.0027			
8	0.0026	0.9797	0.0177			
8	0.0000	0.9819	0.0181			
8	0.0019	0.9920	0.0060			
8	0.0004	0.9867	0.0129			
8	0.0002	0.9910	0.0088			
8	0.0000	0.9862	0.0137			
8	0.0006	0.9912	0.0082			
8	0.0027	0.9894	0.0079			
8	0.0018	0.9963	0.0019			
8	0.0008	0.9932	0.0060			
8	0.0024	0.9915	0.0062			
8	0.0003	0.9909	0.0088			
8	0.0061	0.9844	0.0095			
8	0.0032	0.9931	0.0037			
8	0.0025	0.9899	0.0076			
8	0.0005	0.9766	0.0228			
8	0.0021	0.9935	0.0045			
8	0.0026	0.9940	0.0034			
8	0.0010	0.9925	0.0066			
8	0.0015	0.9876	0.0109			
8	0.0029	0.9676	0.0295			
8	0.0000	0.9872	0.0128			
8	0.0000	0.9970	0.0030			
8	0.0006	0.9965	0.0029			
8	0.0000	1.0000	0.0000			
8	0.0060	0.9878	0.0062			
8	0.0056	0.9897	0.0047			
8	0.0042	0.9958	0.0000			
8	0.0031	0.9952	0.0017			
8	0.0009	0.9976	0.0015			
8	0.0012	0.9934	0.0054			
8	0.0003	0.9994	0.0002			
8	0.0001	0.9975	0.0024			
8	0.0016	0.9963	0.0021			
8	0.0006	0.9982	0.0012			
8	0.0002	0.9997	0.0000			
8	0.0050	0.9887	0.0063			
8	0.0004	0.9931	0.0065			
8	0.0021	0.9896	0.0084			
8	0.0006	0.9982	0.0012			
8	0.0000	0.9855	0.0144			
8	0.0007	0.9948	0.0046			
8	0.0008	0.9702	0.0291			
8	0.0000	0.9935	0.0065			
8	0.0003	0.9800	0.0197			
8	0.0002	0.9891	0.0107			
8	0.0008	0.9790	0.0202			
8	0.0011	0.9956	0.0033			
8	0.0023	0.9889	0.0088			
8	0.0000	0.9924	0.0076			
8	0.0000	0.9948	0.0052			
8	0.0002	0.9987	0.0010			
8	0.0029	0.9797	0.0174			
8	0.0000	0.9981	0.0018			
8	0.0000	0.9992	0.0008			
