LPdom_LPfor	LBVwil_LPdom	LBVwil_LPfor
26489.481478786	341431.38979795325	341431.38979795325
22318.880788996372	141688.20082228634	141688.20082228634
19010.26946714576	306787.91343081236	306787.91343081236
0.0	18748.52538157695	18748.52538157695
54678.82535096456	10034.135540426427	10034.135540426427
38384.51935905226	5777.122962063255	5777.122962063255
33843.437025087565	8952.904075172302	8952.904075172302
38424.89409464905	975302.1898424343	975302.1898424343
24109.85797703284	263190.48946393596	263190.48946393596
69939.67837462513	7934.250824572644	7934.250824572644
0.0	24677.59717705183	24677.59717705183
26211.321088336324	404267.0680864608	404267.0680864608
166564.9458146621	76211.4612513821	76211.4612513821
22413.260443358948	79962.28731501303	79962.28731501303
48225.97276365857	312684.40963995515	312684.40963995515
12790.740034595803	23531.12513100907	23531.12513100907
32212.298968685558	8121.061661452517	8121.061661452517
53055.854867065194	49505.787274377224	49505.787274377224
15474.78876880301	82170.20947139467	82170.20947139467
11621.884327347243	115793.81740327203	115793.81740327203
40002.380094918066	20806.989163856088	20806.989163856088
32700.042032068246	38543.836715698206	38543.836715698206
63690.81947670599	69304.49126205564	69304.49126205564
12292.45165450113	13448.323835911699	13448.323835911699
33323.5625491076	19209.388640638204	19209.388640638204
16653.58443133529	69427.18075472237	69427.18075472237
0.0	12727.451188268205	12727.451188268205
36772.75307352377	5237.87648418331	5237.87648418331
24011.94730183783	217195.25327362446	217195.25327362446
25927.173673674508	94873.41651258829	94873.41651258829
0.0	12807.457330408837	12807.457330408837
13399.79781893854	25065.508283685213	25065.508283685213
21345.46234403368	150626.37860359665	150626.37860359665
0.0	21347.06474221599	21347.06474221599
33727.0647060925	63888.41304765954	63888.41304765954
63584.36816537627	5092.660047424018	5092.660047424018
40884.60539880165	22043.711928065935	22043.711928065935
16708.54529795052	39298.76190843765	39298.76190843765
48410.459339671856	508081.9369882905	508081.9369882905
24950.226432305735	21326.548312907315	21326.548312907315
41383.13711076722	239861.58393681835	239861.58393681835
11074.57736683251	66630.49048444812	66630.49048444812
0.0	583025.1274607062	583025.1274607062
9899.38926715685	191575.89218960083	191575.89218960083
136695.658150915	144159.12335835255	144159.12335835255
31321.950391766593	53241.13022716798	53241.13022716798
32406.395633136974	35773.2994041139	35773.2994041139
16101.082254447476	45395.031918594614	45395.031918594614
14031.553894801846	84202.63722555885	84202.63722555885
26345.163587197865	11874.515147050695	11874.515147050695
35415.5466213646	440735.2851920991	440735.2851920991
0.0	422072.3284947214	422072.3284947214
72799.27251456594	22510.28470700065	22510.28470700065
70093.66666663504	313033.00713874877	313033.00713874877
50803.266219010926	6357.391859661239	6357.391859661239
17681.939556743575	14706.134310290097	14706.134310290097
45191.812915794646	9326.166367844802	9326.166367844802
0.0	707014.5224938933	707014.5224938933
15372.663858654505	34231.73666252327	34231.73666252327
16672.101344280774	20730.1671929146	20730.1671929146
0.0	155712.36316328333	155712.36316328333
13613.965476035475	144991.3178709889	144991.3178709889
23293.919703907188	33194.90404130914	33194.90404130914
19488.998254826463	627523.5475371277	627523.5475371277
40421.27033007676	10196.157894194632	10196.157894194632
0.0	47380.546040713394	47380.546040713394
176766.17891256168	23827.573324068882	23827.573324068882
52974.05073233015	74746.700237759	74746.700237759
0.0	444890.58297569596	444890.58297569596
22418.937613344373	222536.50917529064	222536.50917529064
15806.15331959123	27317.293190021497	27317.293190021497
18582.821248450353	211632.71647954217	211632.71647954217
22212.62473863627	17949.70909266347	17949.70909266347
16672.948939655555	673617.5879588248	673617.5879588248
35721.31445071156	82202.86459043411	82202.86459043411
36890.07004005835	727629.5858337622	727629.5858337622
20593.10918182278	10507.674952254296	10507.674952254296
20598.582335264175	31389.97583577461	31389.97583577461
29068.37144131882	21110.20026305052	21110.20026305052
13643.848124111673	216807.77934766948	216807.77934766948
23493.23544871955	52726.00179315055	52726.00179315055
0.0	1027290.9090679676	1027290.9090679676
26261.95395705132	14989.507755606615	14989.507755606615
47593.0033055882	155081.81665024106	155081.81665024106
14607.668447187003	802039.0360663354	802039.0360663354
13259.555935163302	451981.4547986825	451981.4547986825
76645.33322709944	209731.74973539796	209731.74973539796
51409.873437030554	104474.95459142268	104474.95459142268
48358.457651817866	9745.470184328837	9745.470184328837
10467.556519111955	1454414.1731598973	1454414.1731598973
75671.42226896422	99388.44821071904	99388.44821071904
20634.42974130984	35253.6570709962	35253.6570709962
23810.9857469516	20789.320427754905	20789.320427754905
10119.027826388083	124603.7050834045	124603.7050834045
35941.884405798366	277552.2800131554	277552.2800131554
59266.6280014553	386354.10431677214	386354.10431677214
21729.39220946182	20844.73159244156	20844.73159244156
11001.182907354065	333221.9538695743	333221.9538695743
37165.14273740301	187761.70061207586	187761.70061207586
14919.053126922146	70602.75095461169	70602.75095461169
31416.271832806942	332785.9513852814	332785.9513852814
73090.14898328736	632025.0160732894	632025.0160732894
59513.23407371793	332448.7178954394	332448.7178954394
30105.576863010476	875381.442073337	875381.442073337
35248.590885618	44122.09905206894	44122.09905206894
55229.22698340083	41891.21781104821	41891.21781104821
32243.967507595593	638485.9771000777	638485.9771000777
14561.685275562375	57577.93866293414	57577.93866293414
20843.658299591643	149614.49923256395	149614.49923256395
40983.71337154222	527184.4028198624	527184.4028198624
17918.79927192646	13322.100201104395	13322.100201104395
0.0	15858.375113024154	15858.375113024154
156164.87741101257	22206.100361908964	22206.100361908964
49332.55726521359	11448.04157374476	11448.04157374476
46640.476724704495	56701.792312114856	56701.792312114856
27231.04030658149	1211398.426766104	1211398.426766104
27694.519347269797	11943.012376269	11943.012376269
28034.84155929794	132381.4070061252	132381.4070061252
48331.18271500718	13007.302401426785	13007.302401426785
80866.44640778929	682130.7392534574	682130.7392534574
16932.465647142988	11216.377688681088	11216.377688681088
27891.198416093335	516117.46273999626	516117.46273999626
42252.91150531725	10467.708104831418	10467.708104831418
25183.526630756925	763823.9388582493	763823.9388582493
61570.21423090289	20595.996638681874	20595.996638681874
75535.40563191762	905961.4933179261	905961.4933179261
23759.36860922999	218235.31613892977	218235.31613892977
45353.01193437549	2284896.940550535	2284896.940550535
0.0	31219.921549284452	31219.921549284452
22913.694191710336	161989.76208979284	161989.76208979284
18894.59447609181	50733.36001422221	50733.36001422221
72513.04334203753	402843.3125646286	402843.3125646286
23759.236173041492	5519.989854290973	5519.989854290973
10876.368666237657	733448.8102768115	733448.8102768115
43793.053074101845	70900.60473407022	70900.60473407022
23334.508377853017	67039.08079494958	67039.08079494958
44884.24716157295	1392791.4372279758	1392791.4372279758
68696.88227916049	4900.033585425557	4900.033585425557
0.0	6291.816754661065	6291.816754661065
45240.503679586815	71223.60527019003	71223.60527019003
9834.172330687003	1817389.9476831711	1817389.9476831711
89277.61050098545	269298.6121403998	269298.6121403998
0.0	373856.2516775861	373856.2516775861
62156.283526930165	6054.050581289807	6054.050581289807
57117.77018809586	869458.6911586646	869458.6911586646
44532.2110453986	22603.79448354509	22603.79448354509
0.0	665996.7931114854	665996.7931114854
15691.608681674097	42826.65079899207	42826.65079899207
17615.914876591152	85861.5312672952	85861.5312672952
13656.347125837878	482436.1676736607	482436.1676736607
10809.869821865883	188887.88601591092	188887.88601591092
18543.550095061873	205128.32026009972	205128.32026009972
12651.48847854983	34306.1646861049	34306.1646861049
21098.96798892173	27059.75793877804	27059.75793877804
13224.805929889475	703696.3824309391	703696.3824309391
18505.943334818923	323498.58259550825	323498.58259550825
25818.37845811354	13844.824106683393	13844.824106683393
12340.649836732611	201797.02174127832	201797.02174127832
9307.524949057743	109302.47101635355	109302.47101635355
13037.998513193219	425603.18482490804	425603.18482490804
36826.87343048426	312214.91832307575	312214.91832307575
24879.729235008985	80000.88611101954	80000.88611101954
12867.563931319837	13462.88992405877	13462.88992405877
37397.05487304879	19187.03951080703	19187.03951080703
69031.12350419031	10804.903001033532	10804.903001033532
0.0	566373.4620025471	566373.4620025471
22794.277557384532	9029.446730665706	9029.446730665706
64614.52149808215	517190.0180356899	517190.0180356899
63507.74999969054	153465.6670269634	153465.6670269634
26804.18953432459	51044.45049559157	51044.45049559157
18653.796997409754	127578.33015561354	127578.33015561354
17731.740856771416	2285.0539688860304	2285.0539688860304
38340.305651125105	183697.6460911388	183697.6460911388
25870.003850117173	128894.71775811509	128894.71775811509
35781.02502894831	358034.66369012644	358034.66369012644
51676.04114031065	13012.482006405415	13012.482006405415
24599.144253112576	23573.799455246804	23573.799455246804
0.0	14714.879292844866	14714.879292844866
26066.430262915164	26999.282257616986	26999.282257616986
33336.13627733053	908482.0425386014	908482.0425386014
18393.225095695998	252532.45923945666	252532.45923945666
36308.75631918089	11403.016643243987	11403.016643243987
88789.0111428907	26100.70243649039	26100.70243649039
25577.516220706828	196877.70537539356	196877.70537539356
37090.86794326663	53202.079308461056	53202.079308461056
0.0	87903.47629321236	87903.47629321236
30660.516881179592	10220.144344968772	10220.144344968772
45488.12714358784	26933.73897395175	26933.73897395175
11521.149280241232	42917.61281499533	42917.61281499533
8816.697973955219	152702.30923928652	152702.30923928652
26446.51881487503	985953.0038703716	985953.0038703716
98417.89848562825	201097.2247730211	201097.2247730211
16915.447210219063	178346.04250478593	178346.04250478593
27895.840357564834	285909.9390820117	285909.9390820117
30710.969878407595	413657.73111188156	413657.73111188156
14260.941905508265	95100.28015465918	95100.28015465918
26367.23997323769	59541.199549298675	59541.199549298675
0.0	36031.68507983059	36031.68507983059
21654.985813691746	9592.403276988673	9592.403276988673
24439.30964304918	71693.61390411947	71693.61390411947
0.0	11606.244764672874	11606.244764672874
29448.491703319003	28295.814432217634	28295.814432217634
16467.142627954807	189129.30979699834	189129.30979699834
41777.180603877154	1575308.3331804741	1575308.3331804741
20091.601031860904	16875.528633213205	16875.528633213205
17995.583214406055	15108.49975600602	15108.49975600602
0.0	108137.4034246856	108137.4034246856
8361.513785527159	6658.370959223617	6658.370959223617
64497.515658970005	1166888.1591291805	1166888.1591291805
23564.399805887213	463034.96239629306	463034.96239629306
12124.30158619346	77582.61521285983	77582.61521285983
0.0	26170.3723929812	26170.3723929812
28573.039402731836	120706.3077044122	120706.3077044122
26759.701968952053	233609.43409984035	233609.43409984035
12994.510180406149	40231.37371718248	40231.37371718248
12812.043840183513	144499.6935669239	144499.6935669239
153453.9307693448	46799.24612521701	46799.24612521701
26729.94237254533	113919.2304896838	113919.2304896838
10924.351911191214	521708.0438661345	521708.0438661345
17145.851004700377	33184.193658497585	33184.193658497585
17852.17102180226	201408.18500015256	201408.18500015256
45896.5372587059	54998.29470199171	54998.29470199171
16321.258773753434	283974.20699611644	283974.20699611644
33383.39548851407	166133.0373083053	166133.0373083053
12380.268197145315	46913.385961318585	46913.385961318585
41107.798918892695	112462.72868352462	112462.72868352462
33198.51272952554	192760.9347824948	192760.9347824948
57444.946983149835	1011562.8791617468	1011562.8791617468
42184.593921328924	180346.3491411303	180346.3491411303
20744.434218627688	24204.00522832764	24204.00522832764
63691.47583201254	1731967.9433221144	1731967.9433221144
21842.01794466847	85439.05737124576	85439.05737124576
77341.65303368136	713298.1827110079	713298.1827110079
22736.70025130745	180177.24143838193	180177.24143838193
14844.671726047156	2548887.1091780085	2548887.1091780085
34647.04837937635	846451.2258569037	846451.2258569037
37972.439097660725	85427.54251556395	85427.54251556395
84815.9079342274	97519.40794113875	97519.40794113875
0.0	234316.0391716604	234316.0391716604
48733.980460636536	793824.2430655459	793824.2430655459
54450.550042743	139469.0113873501	139469.0113873501
44974.50615356113	271999.81451440847	271999.81451440847
20013.382825047647	27565.688042598867	27565.688042598867
69678.71368083959	147903.40416477123	147903.40416477123
29779.88238039826	168262.75756390527	168262.75756390527
54386.02528334506	14663.62253129151	14663.62253129151
27619.563027521857	131805.37437125217	131805.37437125217
20167.78962037868	54229.37601821473	54229.37601821473
14967.65412532911	23240.155935658488	23240.155935658488
130946.59848092408	22559.67068512712	22559.67068512712
31673.1565760405	442758.5389922987	442758.5389922987
27526.365006138007	195571.47397058402	195571.47397058402
66788.36813813355	71057.44166524208	71057.44166524208
51157.34233320679	87759.21082155054	87759.21082155054
25485.619172548002	17139.26735572486	17139.26735572486
81220.48432907999	44555.105953100196	44555.105953100196
40537.46553700708	52632.920921181	52632.920921181
37560.22073829208	278382.3519955845	278382.3519955845
150161.37178132994	110864.5086835418	110864.5086835418
15251.777180820032	485103.32197725127	485103.32197725127
37842.10313508261	272919.6933091022	272919.6933091022
33226.833360022574	13939.690332497814	13939.690332497814
13495.05611916103	267255.68971755647	267255.68971755647
14621.064835395586	354992.3428276762	354992.3428276762
20431.485003684586	56634.02944420052	56634.02944420052
21813.753719624427	442579.07416349964	442579.07416349964
29449.201309037977	55852.6516302683	55852.6516302683
41942.06212494118	559299.909035103	559299.909035103
84317.93734655718	219082.82750513958	219082.82750513958
14686.173652114205	224992.06092547375	224992.06092547375
15071.568306936426	627388.9176526638	627388.9176526638
35929.79720975796	1992574.676426238	1992574.676426238
20135.89622451584	6426.74225392803	6426.74225392803
14966.15921791794	1046545.6722285502	1046545.6722285502
66281.98994923019	406608.2818895123	406608.2818895123
133029.52023197425	45619.6388414327	45619.6388414327
56130.24191289122	133202.85775754068	133202.85775754068
0.0	117125.41045905933	117125.41045905933
26637.943832725487	83464.80601193916	83464.80601193916
18336.32657045625	42186.71160716878	42186.71160716878
0.0	17833.75493997829	17833.75493997829
22663.88792515794	201405.59617167848	201405.59617167848
43132.364815556175	373424.1220673948	373424.1220673948
0.0	3802.624408555921	3802.624408555921
80640.9889821337	111907.48359741323	111907.48359741323
31914.610732793102	39104.531178127945	39104.531178127945
23347.07558725608	21424.922794605973	21424.922794605973
42066.79143114091	267913.6042964545	267913.6042964545
53624.16190331453	238715.16517040017	238715.16517040017
13629.326813114165	107522.55416070564	107522.55416070564
33594.23443616013	58562.41141463584	58562.41141463584
59827.43701256862	458437.3507943899	458437.3507943899
39198.97957928924	7598.542291940227	7598.542291940227
27772.32716852973	226841.90179998992	226841.90179998992
27668.993725847908	24747.75027365791	24747.75027365791
23203.812842181644	1797755.9361586245	1797755.9361586245
17298.856543735	10770.371429312194	10770.371429312194
13797.768586946999	130336.4132731414	130336.4132731414
19383.388585420245	183411.97966125264	183411.97966125264
72155.35155259082	444645.54894371174	444645.54894371174
23836.502157988813	51312.45617649069	51312.45617649069
11066.685234762974	163354.4822593867	163354.4822593867
18274.084580901927	300094.3484751139	300094.3484751139
57547.55409550605	112766.68645716996	112766.68645716996
37268.76050869798	743732.1264260755	743732.1264260755
25542.468982032504	593362.0650457867	593362.0650457867
49342.33494967573	256220.59940008333	256220.59940008333
