1	0.0000	0.0000	0.0000	0.0400	0.4600	0.5000	0.0000
1	0.0000	0.0000	0.0000	0.0016	0.9774	0.0209	0.0000
1	0.0000	0.0000	0.0000	0.0400	0.4600	0.5000	0.0000
1	0.0000	0.0000	0.0000	0.0039	0.8482	0.1478	0.0000
1	0.0000	0.0000	0.0000	0.0024	0.8640	0.1336	0.0000
1	0.0000	0.0000	0.0000	0.0041	0.9484	0.0475	0.0000
1	0.0000	0.0000	0.0000	0.0000	0.9970	0.0030	0.0000
1	0.0000	0.0000	0.0000	0.0005	0.9868	0.0127	0.0000
1	0.0000	0.0000	0.0000	0.0111	0.9271	0.0618	0.0000
1	0.0000	0.0000	0.0000	0.0000	0.6565	0.3434	0.0000
1	0.0000	0.0000	0.0000	0.0100	0.6292	0.3608	0.0000
1	0.0000	0.0000	0.0000	0.0036	0.8392	0.1572	0.0000
1	0.0000	0.0000	0.0000	0.0100	0.6286	0.3613	0.0000
1	0.0000	0.0000	0.0000	0.0035	0.8248	0.1716	0.0000
1	0.0000	0.0000	0.0000	0.0059	0.9143	0.0797	0.0000
1	0.0000	0.0000	0.0135	0.0018	0.9432	0.0415	0.0000
1	0.0000	0.0000	0.0000	0.0010	0.9762	0.0228	0.0000
1	0.0000	0.0000	0.0000	0.0034	0.9050	0.0916	0.0000
1	0.0000	0.0000	0.0000	0.0006	0.9763	0.0230	0.0000
1	0.0000	0.0000	0.0000	0.0013	0.9236	0.0751	0.0000
1	0.0000	0.0000	0.0000	0.0045	0.9144	0.0810	0.0000
1	0.0000	0.0000	0.0000	0.0016	0.9306	0.0677	0.0000
1	0.0000	0.0000	0.0000	0.0049	0.8924	0.1027	0.0000
1	0.0000	0.0000	0.0000	0.0006	0.9790	0.0204	0.0000
1	0.0000	0.0000	0.0000	0.0011	0.9703	0.0286	0.0000
1	0.0000	0.0000	0.0000	0.0029	0.8547	0.1423	0.0000
1	0.0000	0.0000	0.0000	0.0100	0.7300	0.2600	0.0000
1	0.0000	0.0000	0.0000	0.0019	0.9802	0.0179	0.0000
1	0.0000	0.0000	0.0000	0.0002	0.6591	0.3407	0.0000
1	0.0000	0.0000	0.0000	0.0004	0.9797	0.0198	0.0000
1	0.0000	0.0000	0.0000	0.0101	0.9349	0.0550	0.0000
1	0.0000	0.0000	0.0000	0.0000	0.9876	0.0123	0.0000
1	0.0000	0.0000	0.0000	0.0001	0.9940	0.0059	0.0000
1	0.0000	0.0000	0.0000	0.0100	0.7300	0.2600	0.0000
1	0.0000	0.0000	0.0000	0.0011	0.9435	0.0554	0.0000
1	0.0000	0.0000	0.0000	0.0038	0.9613	0.0349	0.0000
1	0.0000	0.0000	0.0000	0.0050	0.9121	0.0828	0.0000
1	0.0000	0.0000	0.0000	0.0008	0.9934	0.0057	0.0000
1	0.0000	0.0000	0.0000	0.0024	0.8414	0.1562	0.0000
1	0.0000	0.0000	0.0000	0.0003	0.9908	0.0088	0.0000
1	0.0000	0.0000	0.0000	0.0019	0.9520	0.0460	0.0000
1	0.0000	0.0000	0.0000	0.0001	0.9753	0.0246	0.0000
1	0.0000	0.0000	0.0000	0.0019	0.9705	0.0276	0.0000
1	0.0000	0.0000	0.0000	0.0000	0.9951	0.0049	0.0000
1	0.0000	0.0000	0.0000	0.0016	0.9624	0.0360	0.0000
1	0.0000	0.0000	0.0000	0.0000	0.9939	0.0060	0.0000
1	0.0000	0.0000	0.0000	0.0013	0.9773	0.0213	0.0000
1	0.0000	0.0000	0.0000	0.0029	0.9588	0.0382	0.0000
1	0.0000	0.0000	0.0000	0.0040	0.8630	0.1330	0.0000
1	0.0000	0.0000	0.0000	0.0020	0.8878	0.1102	0.0000
1	0.0000	0.0000	0.0000	0.0000	0.9778	0.0222	0.0000
1	0.0000	0.0000	0.0000	0.0200	0.6793	0.3006	0.0000
1	0.0000	0.0000	0.0000	0.0012	0.9730	0.0257	0.0000
1	0.0000	0.0000	0.0000	0.0061	0.8965	0.0973	0.0000
1	0.0000	0.0000	0.0000	0.0007	0.9851	0.0142	0.0000
1	0.0000	0.0000	0.0000	0.0048	0.9154	0.0797	0.0000
1	0.0000	0.0000	0.0000	0.0010	0.9726	0.0263	0.0000
1	0.0000	0.0000	0.0000	0.0020	0.9509	0.0471	0.0000
1	0.0000	0.0000	0.0000	0.0008	0.9868	0.0124	0.0000
1	0.0000	0.0000	0.0000	0.0014	0.9453	0.0532	0.0000
1	0.0000	0.0000	0.0000	0.0014	0.9859	0.0126	0.0000
1	0.0000	0.0000	0.0000	0.0022	0.9190	0.0787	0.0000
1	0.0000	0.0000	0.0000	0.0014	0.9865	0.0120	0.0000
1	0.0000	0.0000	0.0000	0.0025	0.9412	0.0562	0.0000
1	0.0000	0.0000	0.0000	0.0040	0.9025	0.0935	0.0000
1	0.0000	0.0000	0.0000	0.0018	0.9359	0.0622	0.0000
1	0.0000	0.0000	0.0000	0.0011	0.9655	0.0333	0.0000
1	0.0000	0.0000	0.0000	0.0083	0.8534	0.1383	0.0000
1	0.0000	0.0000	0.0000	0.0005	0.9761	0.0233	0.0000
1	0.0000	0.0000	0.0000	0.0031	0.8876	0.1093	0.0000
1	0.0000	0.0000	0.0000	0.0200	0.6794	0.3006	0.0000
1	0.0000	0.0000	0.0000	0.0002	0.9916	0.0082	0.0000
1	0.0000	0.0000	0.0000	0.0000	0.9825	0.0175	0.0000
1	0.0000	0.0000	0.0000	0.0007	0.9779	0.0214	0.0000
1	0.0000	0.0000	0.0000	0.0004	0.9796	0.0199	0.0000
1	0.0000	0.0000	0.0000	0.0033	0.9404	0.0562	0.0000
1	0.0000	0.0000	0.0000	0.0023	0.9356	0.0621	0.0000
1	0.0000	0.0000	0.0000	0.0054	0.9126	0.0820	0.0000
2	0.0000	0.0000	0.9999	0.0000	0.0000	0.0000	0.0000
2	0.0000	0.0000	0.9999	0.0000	0.0000	0.0000	0.0000
2	0.0000	0.0000	0.9967	0.0000	0.0000	0.0033	0.0000
2	0.0000	0.0000	0.9799	0.0000	0.0000	0.0200	0.0000
2	0.0000	0.0000	0.9899	0.0000	0.0000	0.0100	0.0000
2	0.0000	0.0000	0.9899	0.0000	0.0000	0.0100	0.0000
2	0.0000	0.0000	0.9965	0.0000	0.0000	0.0035	0.0000
2	0.0000	0.0000	0.9999	0.0000	0.0000	0.0000	0.0000
2	0.0000	0.0000	0.9941	0.0000	0.0000	0.0059	0.0000
2	0.0000	0.0000	0.9963	0.0000	0.0000	0.0037	0.0000
2	0.0000	0.0000	0.9802	0.0000	0.0000	0.0197	0.0000
2	0.0000	0.0000	0.9884	0.0000	0.0009	0.0107	0.0000
2	0.0000	0.0000	0.9799	0.0000	0.0000	0.0200	0.0000
2	0.0000	0.0000	0.9764	0.0000	0.0000	0.0235	0.0000
2	0.0000	0.0000	0.9899	0.0000	0.0000	0.0100	0.0000
2	0.0000	0.0000	0.9799	0.0000	0.0000	0.0200	0.0000
2	0.0000	0.0000	0.9795	0.0001	0.0001	0.0203	0.0000
2	0.0000	0.0000	0.9799	0.0000	0.0000	0.0200	0.0000
2	0.0000	0.0000	0.9899	0.0000	0.0000	0.0100	0.0000
2	0.0000	0.0000	0.9765	0.0000	0.0000	0.0234	0.0000
2	0.0000	0.0000	0.9799	0.0000	0.0000	0.0200	0.0000
2	0.0000	0.0000	0.9799	0.0000	0.0000	0.0200	0.0000
2	0.0000	0.0000	0.9799	0.0000	0.0000	0.0200	0.0000
2	0.0000	0.0000	0.9539	0.0004	0.0168	0.0289	0.0000
2	0.0000	0.0000	0.9761	0.0000	0.0000	0.0239	0.0000
2	0.0000	0.0000	0.9899	0.0000	0.0000	0.0100	0.0000
2	0.0000	0.0000	0.9789	0.0003	0.0003	0.0205	0.0000
2	0.0000	0.0000	0.9860	0.0000	0.0000	0.0139	0.0000
2	0.0000	0.0000	0.9799	0.0000	0.0000	0.0200	0.0000
2	0.0000	0.0000	0.9896	0.0001	0.0000	0.0102	0.0000
2	0.0000	0.0000	0.9699	0.0000	0.0000	0.0300	0.0000
2	0.0000	0.0000	0.9899	0.0000	0.0000	0.0100	0.0000
3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0212	0.9788
3	0.0000	0.0000	0.0348	0.0005	0.0033	0.0185	0.9428
3	0.0000	0.0000	0.0000	0.0000	0.0016	0.0186	0.9798
3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0363	0.9636
3	0.0000	0.0000	0.0000	0.0003	0.0167	0.0433	0.9397
3	0.0000	0.0000	0.0000	0.0001	0.0001	0.0248	0.9750
3	0.0000	0.0000	0.0000	0.0001	0.0091	0.0437	0.9470
3	0.0000	0.0006	0.1268	0.0001	0.0000	0.0375	0.8350
3	0.0000	0.0000	0.0000	0.0002	0.0000	0.0303	0.9695
3	0.0000	0.0000	0.0000	0.0005	0.0242	0.0242	0.9511
3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0329	0.9671
3	0.0002	0.0000	0.0000	0.0002	0.0056	0.0253	0.9687
3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0200	0.9799
3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0100	0.9899
3	0.0000	0.0000	0.0000	0.0005	0.0144	0.0293	0.9558
3	0.0000	0.0000	0.0000	0.0000	0.0027	0.0477	0.9495
3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0226	0.9773
3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0212	0.9787
3	0.0000	0.0000	0.0000	0.0002	0.0000	0.0101	0.9897
3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0296	0.9704
4	0.0000	0.0000	0.0000	0.0000	0.0000	0.0102	0.9898
4	0.0000	0.0000	0.0000	0.0002	0.0000	0.0205	0.9793
