2	0.29526
2	0.29524
2	0.29520
2	0.29521
2	0.29519
2	0.29515
2	0.29523
2	0.29515
2	0.29529
2	0.29518
2	0.29477
2	0.29483
2	0.29474
2	0.29472
2	0.29477
2	0.29482
2	0.29481
2	0.29479
2	0.29481
2	0.29478
2	0.29436
2	0.29393
2	0.29391
2	0.29394
2	0.29391
2	0.29393
2	0.29398
2	0.29384
2	0.29387
2	0.29391
2	0.29383
2	0.29430
2	0.29436
2	0.29433
2	0.29423
2	0.29427
2	0.29436
2	0.29436
2	0.29441
2	0.29438
2	0.29431
2	0.29410
2	0.29415
2	0.29410
2	0.29413
2	0.29406
2	0.29414
2	0.29407
2	0.29405
2	0.29413
2	0.29407
2	0.29396
2	0.29396
2	0.29403
2	0.29395
2	0.29395
2	0.29402
2	0.29398
2	0.29400
2	0.29394
2	0.29393
2	0.29516
2	0.29514
2	0.29511
2	0.29522
2	0.29515
2	0.29517
2	0.29522
2	0.29523
2	0.29516
2	0.29519
2	0.29453
2	0.29457
2	0.29463
2	0.29454
2	0.29460
2	0.29450
2	0.29457
2	0.29456
2	0.29449
2	0.29460
2	0.29433
2	0.29436
2	0.29434
2	0.29430
2	0.29434
2	0.29433
2	0.29431
2	0.29436
2	0.29445
2	0.29435
2	0.29501
2	0.29497
2	0.29497
2	0.29492
2	0.29490
2	0.29500
2	0.29499
2	0.29493
2	0.29487
2	0.29492
2	0.29578
2	0.29582
2	0.29586
2	0.29580
2	0.29571
2	0.29583
2	0.29578
2	0.29574
2	0.29583
2	0.29581
2	0.29425
2	0.29428
2	0.29427
2	0.29417
2	0.29417
2	0.29423
2	0.29431
2	0.29421
2	0.29422
2	0.29427
3	0.29091
3	0.29089
3	0.29095
3	0.29099
3	0.29111
3	0.29092
3	0.29096
3	0.29094
3	0.29097
3	0.29089
3	0.29059
3	0.29055
3	0.29049
3	0.29051
3	0.29063
3	0.29051
3	0.29060
3	0.29045
3	0.29063
3	0.29054
3	0.29113
3	0.29113
3	0.29121
3	0.29116
3	0.29103
3	0.29106
3	0.29112
3	0.29115
3	0.29120
3	0.29117
3	0.29128
3	0.29127
3	0.29125
3	0.29126
3	0.29122
3	0.29128
3	0.29121
3	0.29112
3	0.29129
3	0.29128
3	0.29041
3	0.29039
3	0.29035
3	0.29044
3	0.29040
3	0.29050
3	0.29038
3	0.29043
3	0.29036
3	0.29045
3	0.28933
3	0.28931
3	0.28926
3	0.28949
3	0.28938
3	0.28943
3	0.28950
3	0.28931
3	0.28943
3	0.28941
3	0.29051
3	0.29048
3	0.29051
3	0.29057
3	0.29045
3	0.29056
3	0.29050
3	0.29049
3	0.29045
3	0.29067
3	0.28949
3	0.28945
3	0.28944
3	0.28955
3	0.28948
3	0.28947
3	0.28950
3	0.28958
3	0.28957
3	0.28956
3	0.29100
3	0.29090
3	0.29090
3	0.29084
3	0.29092
3	0.29095
3	0.29098
3	0.29091
3	0.29092
3	0.29092
3	0.29050
3	0.29044
3	0.29049
3	0.29059
3	0.29055
3	0.29057
3	0.29052
3	0.29052
3	0.29053
3	0.29056
4	0.29301
4	0.29330
4	0.29323
4	0.29336
4	0.29339
4	0.29299
4	0.29330
4	0.29338
4	0.29347
4	0.29300
4	0.29325
4	0.29328
4	0.29340
4	0.29332
4	0.29324
4	0.29314
4	0.29338
4	0.29323
4	0.29317
4	0.29338
4	0.29341
4	0.29307
4	0.29327
4	0.29312
4	0.29341
4	0.29324
4	0.29332
4	0.29304
4	0.29340
4	0.29333
4	0.29266
4	0.29249
4	0.29280
4	0.29269
4	0.29265
4	0.29264
4	0.29283
4	0.29283
4	0.29277
4	0.29284
4	0.29214
4	0.29204
4	0.29209
4	0.29215
4	0.29206
4	0.29182
4	0.29219
4	0.29214
4	0.29209
4	0.29210
4	0.29360
4	0.29317
4	0.29320
4	0.29326
4	0.29328
4	0.29319
4	0.29306
4	0.29315
4	0.29357
4	0.29369
4	0.29264
4	0.29261
4	0.29246
4	0.29268
4	0.29242
4	0.29252
4	0.29258
4	0.29271
4	0.29265
4	0.29256
4	0.29156
4	0.29168
4	0.29158
4	0.29140
4	0.29158
4	0.29171
4	0.29177
4	0.29138
4	0.29175
4	0.29183
4	0.29238
4	0.29253
4	0.29229
4	0.29234
4	0.29264
4	0.29243
4	0.29238
4	0.29248
4	0.29249
4	0.29250
4	0.29154
4	0.29147
4	0.29153
4	0.29139
4	0.29141
4	0.29150
4	0.29154
4	0.29136
4	0.29146
4	0.29135
5	0.29348
5	0.29336
5	0.29358
5	0.29345
5	0.29337
5	0.29343
5	0.29356
5	0.29348
5	0.29359
5	0.29334
5	0.29322
5	0.29318
5	0.29312
5	0.29313
5	0.29315
5	0.29372
5	0.29323
5	0.29310
5	0.29318
5	0.29312
5	0.29425
