1	0.0000	0.0000	0.0000	0.0000	0.0000	0.1800	0.6499	0.1200	0.0500
1	0.0000	0.0000	0.0000	0.0000	0.0000	0.9374	0.0485	0.0135	0.0006
1	0.0000	0.0000	0.0000	0.0000	0.0000	0.1800	0.6500	0.1200	0.0500
1	0.0000	0.0000	0.0000	0.0000	0.0000	0.6839	0.3015	0.0120	0.0025
1	0.0000	0.0000	0.0000	0.0000	0.0000	0.6900	0.3058	0.0039	0.0003
1	0.0000	0.0000	0.0000	0.0000	0.0000	0.8961	0.0797	0.0197	0.0045
1	0.0000	0.0000	0.0000	0.0000	0.0000	0.9807	0.0022	0.0170	0.0000
1	0.0000	0.0000	0.0000	0.0000	0.0000	0.9775	0.0115	0.0097	0.0013
1	0.0000	0.0000	0.0000	0.0000	0.0000	0.8036	0.1630	0.0327	0.0006
1	0.0000	0.0000	0.0000	0.0000	0.0000	0.3584	0.6415	0.0000	0.0000
1	0.0000	0.0000	0.0000	0.0000	0.0000	0.3700	0.6300	0.0000	0.0000
1	0.0000	0.0000	0.0000	0.0000	0.0000	0.6047	0.3924	0.0028	0.0000
1	0.0000	0.0000	0.0000	0.0000	0.0000	0.3697	0.6302	0.0000	0.0000
1	0.0000	0.0000	0.0000	0.0000	0.0000	0.5754	0.4245	0.0000	0.0000
1	0.0000	0.0000	0.0000	0.0000	0.0000	0.8676	0.1083	0.0179	0.0062
1	0.0000	0.0000	0.0109	0.0000	0.0000	0.9085	0.0661	0.0125	0.0020
1	0.0000	0.0000	0.0000	0.0000	0.0000	0.9368	0.0387	0.0222	0.0022
1	0.0000	0.0000	0.0000	0.0000	0.0000	0.7926	0.1983	0.0088	0.0002
1	0.0000	0.0000	0.0000	0.0000	0.0000	0.9506	0.0341	0.0140	0.0012
1	0.0000	0.0000	0.0000	0.0000	0.0000	0.8104	0.1729	0.0138	0.0028
1	0.0000	0.0000	0.0000	0.0000	0.0000	0.8216	0.1536	0.0200	0.0048
1	0.0000	0.0000	0.0000	0.0000	0.0000	0.8188	0.1701	0.0101	0.0010
1	0.0000	0.0000	0.0000	0.0000	0.0000	0.8046	0.1694	0.0219	0.0040
1	0.0000	0.0000	0.0000	0.0000	0.0000	0.9389	0.0366	0.0231	0.0013
1	0.0000	0.0000	0.0000	0.0000	0.0000	0.9207	0.0656	0.0128	0.0009
1	0.0000	0.0000	0.0000	0.0000	0.0000	0.6716	0.3247	0.0036	0.0000
1	0.0000	0.0000	0.0000	0.0000	0.0000	0.5400	0.3000	0.1300	0.0300
1	0.0000	0.0000	0.0000	0.0000	0.0000	0.9444	0.0398	0.0155	0.0003
1	0.0000	0.0000	0.0000	0.0000	0.0000	0.3594	0.6404	0.0001	0.0000
1	0.0000	0.0000	0.0000	0.0000	0.0000	0.9672	0.0200	0.0110	0.0018
1	0.0000	0.0000	0.0000	0.0000	0.0000	0.8133	0.1545	0.0322	0.0000
1	0.0000	0.0000	0.0000	0.0000	0.0000	0.9705	0.0143	0.0134	0.0018
1	0.0000	0.0000	0.0000	0.0000	0.0000	0.9724	0.0160	0.0115	0.0000
1	0.0000	0.0000	0.0000	0.0000	0.0000	0.5400	0.3000	0.1300	0.0300
1	0.0000	0.0000	0.0000	0.0000	0.0000	0.8651	0.1321	0.0027	0.0000
1	0.0000	0.0000	0.0000	0.0000	0.0000	0.9269	0.0622	0.0088	0.0021
1	0.0000	0.0000	0.0000	0.0000	0.0000	0.8337	0.1343	0.0275	0.0045
1	0.0000	0.0000	0.0000	0.0000	0.0000	0.9702	0.0225	0.0072	0.0000
1	0.0000	0.0000	0.0000	0.0000	0.0000	0.6230	0.3740	0.0029	0.0000
1	0.0000	0.0000	0.0000	0.0000	0.0000	0.9799	0.0103	0.0086	0.0012
1	0.0000	0.0000	0.0000	0.0000	0.0000	0.8940	0.0853	0.0177	0.0029
1	0.0000	0.0000	0.0000	0.0000	0.0000	0.9191	0.0747	0.0060	0.0002
1	0.0000	0.0000	0.0000	0.0000	0.0000	0.9224	0.0596	0.0168	0.0012
1	0.0000	0.0000	0.0000	0.0000	0.0000	0.9531	0.0424	0.0044	0.0000
1	0.0000	0.0000	0.0000	0.0000	0.0000	0.8984	0.0828	0.0177	0.0011
1	0.0000	0.0000	0.0000	0.0000	0.0000	0.9441	0.0515	0.0044	0.0000
1	0.0000	0.0000	0.0000	0.0000	0.0000	0.9088	0.0658	0.0243	0.0010
1	0.0000	0.0000	0.0000	0.0000	0.0000	0.9202	0.0691	0.0080	0.0027
1	0.0000	0.0000	0.0000	0.0000	0.0000	0.7059	0.2832	0.0083	0.0026
1	0.0000	0.0000	0.0000	0.0000	0.0000	0.7632	0.2231	0.0125	0.0011
1	0.0000	0.0000	0.0000	0.0000	0.0000	0.9238	0.0700	0.0062	0.0000
1	0.0000	0.0000	0.0000	0.0000	0.0000	0.4400	0.4400	0.1100	0.0100
1	0.0000	0.0000	0.0000	0.0000	0.0000	0.9358	0.0428	0.0173	0.0041
1	0.0000	0.0000	0.0000	0.0000	0.0000	0.8343	0.1367	0.0243	0.0047
1	0.0000	0.0000	0.0000	0.0000	0.0000	0.9512	0.0270	0.0207	0.0010
1	0.0000	0.0000	0.0000	0.0000	0.0000	0.8558	0.1148	0.0223	0.0071
1	0.0000	0.0000	0.0000	0.0000	0.0000	0.9189	0.0545	0.0237	0.0029
1	0.0000	0.0000	0.0000	0.0000	0.0000	0.8869	0.0904	0.0200	0.0026
1	0.0000	0.0000	0.0000	0.0000	0.0000	0.9312	0.0453	0.0227	0.0007
1	0.0000	0.0000	0.0000	0.0000	0.0000	0.8617	0.1117	0.0250	0.0015
1	0.0000	0.0000	0.0000	0.0000	0.0000	0.9722	0.0244	0.0033	0.0001
1	0.0000	0.0000	0.0000	0.0000	0.0000	0.8395	0.1547	0.0057	0.0001
