1	0.0200	0.0000	0.3000	0.1300	0.0000	0.0100	0.0000	0.0000	0.0000	0.5400
1	0.0005	0.0000	0.0219	0.9191	0.0000	0.0101	0.0000	0.0000	0.0000	0.0484
1	0.0200	0.0000	0.3000	0.1300	0.0000	0.0100	0.0000	0.0000	0.0000	0.5400
1	0.0024	0.0000	0.0238	0.5947	0.0000	0.0027	0.0000	0.0000	0.0000	0.3763
1	0.0006	0.0000	0.0173	0.6074	0.0000	0.0049	0.0000	0.0000	0.0000	0.3697
1	0.0069	0.0000	0.0371	0.8665	0.0000	0.0061	0.0000	0.0000	0.0000	0.0833
1	0.0000	0.0000	0.0313	0.9586	0.0000	0.0100	0.0000	0.0000	0.0000	0.0000
1	0.0000	0.0000	0.0204	0.9740	0.0000	0.0037	0.0000	0.0000	0.0000	0.0019
1	0.0400	0.0000	0.1154	0.6825	0.0000	0.0200	0.0000	0.0000	0.0000	0.1420
1	0.0000	0.0000	0.0400	0.2652	0.0000	0.0100	0.0000	0.0000	0.0000	0.6847
1	0.0000	0.0000	0.0100	0.2397	0.0000	0.0000	0.0000	0.0000	0.0000	0.7502
1	0.0010	0.0000	0.0130	0.5015	0.0000	0.0040	0.0000	0.0000	0.0000	0.4805
1	0.0000	0.0000	0.0100	0.2400	0.0000	0.0000	0.0000	0.0000	0.0000	0.7500
1	0.0004	0.0000	0.0132	0.4627	0.0000	0.0016	0.0000	0.0000	0.0000	0.5220
1	0.0030	0.0000	0.0502	0.8537	0.0000	0.0036	0.0000	0.0000	0.0000	0.0894
1	0.0010	0.0000	0.0244	0.9162	0.0000	0.0066	0.0000	0.0084	0.0000	0.0433
1	0.0023	0.0000	0.0265	0.9310	0.0000	0.0119	0.0000	0.0000	0.0000	0.0283
1	0.0054	0.0000	0.0341	0.7459	0.0000	0.0043	0.0000	0.0000	0.0000	0.2101
1	0.0008	0.0000	0.0239	0.9435	0.0000	0.0055	0.0000	0.0000	0.0000	0.0262
